Make_Model,Price,Mileage,Fuel,Age,Previous_Owners,Horsepower,Gearing_Type,Displacement,Drive_Chain
Audi A1,20296.3,33305.9,Benzine,2.0,1.0,70.0,Automatic,999.0,front
Audi A1,20255.4,11218.0,Benzine,1.0,1.0,70.0,Manual,1461.0,front
Audi A1,19779.0,7370.0,Benzine,1.0,1.0,70.0,Automatic,999.0,front
Audi A1,19377.0,8176.0,Benzine,2.0,1.0,70.0,Automatic,1461.0,front
Unknown,19671.3,8263.0,Diesel,1.0,1.0,70.0,Manual,999.0,front
Unknown,19200.0,13186.0,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Audi A1,20243.3,3038.0,Benzine,1.0,1.0,71.0,Automatic,999.0,front
Audi A1,18980.0,24777.9,Benzine,2.0,1.0,70.0,Automatic,999.0,front
Audi A1,18990.0,5700.0,Benzine,2.0,1.0,92.0,Automatic,1395.0,front
Unknown,18950.0,22223.9,Benzine,2.0,1.0,71.0,Automatic,1461.0,front
Audi A1,19334.7,19709.9,Diesel,2.0,1.0,85.0,Automatic,1461.0,front
Audi A1,15805.4,21168.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Unknown,15290.0,21257.9,Diesel,2.0,2.0,66.0,Manual,1422.0,front
Audi A1,16190.4,13229.0,Benzine,2.0,1.0,66.0,Manual,1422.0,front
Audi A1,15450.0,25482.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Unknown,15290.0,25629.9,Diesel,2.0,1.0,66.0,Manual,1422.0,front
Audi A1,15740.0,21936.9,Diesel,1.0,1.0,66.0,Manual,1461.0,front
Unknown,15679.0,22626.9,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A1,15890.0,54845.8,Diesel,2.0,1.0,66.0,Manual,1461.0,front
Audi A1,16265.7,15200.0,Benzine,2.0,1.0,85.0,Manual,1598.0,front
Audi A1,16896.1,17768.0,Benzine,2.0,1.0,85.0,Manual,1395.0,front
Audi A1,16286.2,10772.0,Benzine,1.0,1.0,60.0,Manual,999.0,front
Audi A1,16265.7,44999.9,Diesel,2.0,1.0,66.0,Manual,1422.0,front
Audi A1,16265.7,12261.0,Diesel,2.0,2.0,66.0,Manual,1422.0,front
Audi A1,16949.4,36615.9,Benzine,2.0,0.0,70.0,Manual,999.0,front
Audi A1,16949.4,9459.0,Benzine,2.0,1.0,85.0,Manual,1461.0,front
Audi A1,15900.0,12383.0,Diesel,2.0,0.0,85.0,Manual,1461.0,front
Unknown,15900.0,7650.0,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16265.7,7060.0,Benzine,1.0,1.0,85.0,Manual,1598.0,front
Audi A1,16936.6,11903.0,Benzine,2.0,1.0,60.0,Manual,999.0,front
Audi A1,15880.0,27254.9,Benzine,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16235.0,23554.9,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Audi A1,16235.0,27029.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,15850.0,17768.0,Benzine,2.0,2.0,92.0,Manual,1395.0,front
Unknown,16214.6,17768.0,Benzine,2.0,1.0,92.0,Manual,1461.0,front
Audi A1,16896.1,17768.0,Benzine,2.0,2.0,92.0,Manual,1461.0,front
Audi A1,15850.0,17768.0,Benzine,2.0,2.0,92.0,Manual,1395.0,front
Audi A1,16214.6,17768.0,Benzine,2.0,2.0,92.0,Manual,1461.0,front
Unknown,15900.0,37999.9,Diesel,2.0,1.0,66.0,Manual,1461.0,front
Audi A1,16255.5,63493.8,Benzine,2.0,1.0,71.0,Manual,999.0,front
Audi A1,15900.0,44187.9,Benzine,2.0,1.0,71.0,Manual,999.0,front
Audi A1,15846.3,47852.9,Benzine,2.0,1.0,70.0,Manual,999.0,front
Audi A1,15480.0,10123.0,Benzine,2.0,1.0,60.0,Manual,929.0,front
Audi A1,15690.0,22249.9,Benzine,1.0,1.0,60.0,Manual,999.0,front
Audi A1,16725.5,19013.9,Benzine,1.0,1.0,85.0,Manual,999.0,front
Audi A1,16714.9,22626.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A1,15480.0,18890.0,Benzine,2.0,1.0,70.0,Manual,999.0,front
Audi A1,15670.0,21082.9,Benzine,2.0,1.0,60.0,Manual,1461.0,front
Audi A1,15667.0,21035.9,Benzine,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,15620.0,6266.0,Benzine,2.0,1.0,60.0,Manual,999.0,front
Audi A1,15770.0,25299.9,Diesel,1.0,1.0,66.0,Manual,1461.0,front
Audi A1,15750.0,22599.9,Diesel,2.0,1.0,66.0,Manual,1422.0,front
Audi A1,16112.3,46145.9,Benzine,2.0,1.0,70.0,Manual,999.0,front
Audi A1,15750.0,27748.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,15958.8,20070.9,Diesel,2.0,1.0,85.0,Manual,1461.0,front
Audi A1,15590.0,10007.0,Benzine,2.0,1.0,70.0,Manual,1461.0,front
Audi A1,16628.5,5334.0,Benzine,2.0,1.0,70.0,Manual,1461.0,front
Audi A1,15585.0,15560.0,Benzine,2.0,1.0,66.0,Manual,1596.0,front
Audi A1,15555.0,4900.0,Benzine,2.0,1.0,85.0,Manual,999.0,front
Audi A1,16214.6,17768.0,Benzine,2.0,1.0,92.0,Manual,1461.0,front
Audi A1,16214.6,19898.9,Benzine,1.0,1.0,85.0,Manual,1422.0,front
Audi A1,16198.2,20589.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,15641.7,27929.9,Benzine,2.0,1.0,70.0,Manual,1461.0,front
Audi A1,15641.7,15500.0,Benzine,2.0,1.0,66.0,Manual,1422.0,front
Audi A1,15290.0,9900.0,Benzine,2.0,1.0,85.0,Manual,1461.0,front
Audi A1,15549.6,23509.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A1,15529.1,16357.0,Benzine,2.0,1.0,66.0,Manual,1422.0,front
Audi A1,15000.0,54999.8,Benzine,2.0,2.0,85.0,Manual,1461.0,front
Unknown,15990.0,79999.8,Diesel,2.0,2.0,66.0,Manual,1422.0,front
Audi A1,15450.0,26649.9,Benzine,1.0,1.0,70.0,Manual,999.0,front
Audi A1,15400.0,17000.0,Benzine,1.0,1.0,60.0,Manual,1461.0,front
Audi A1,14999.0,12500.0,Benzine,1.0,1.0,60.0,Manual,999.0,front
Audi A1,14990.0,43340.9,Diesel,2.0,1.0,85.0,Manual,1598.0,front
Audi A1,15990.0,28955.9,Diesel,2.0,1.0,87.0,Manual,1461.0,front
Audi A1,17045.3,18257.9,Benzine,2.0,1.0,70.0,Manual,999.0,front
Audi A1,16316.9,12571.0,Diesel,2.0,1.0,66.0,Manual,1461.0,front
Unknown,16316.9,15981.0,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,15950.0,21799.9,Benzine,1.0,1.0,70.0,Manual,999.0,front
Audi A1,15950.0,20699.9,Benzine,1.0,1.0,70.0,Manual,999.0,front
Unknown,15950.0,8265.0,Benzine,1.0,1.0,60.0,Manual,999.0,front
Audi A1,15950.0,17354.9,Benzine,2.0,1.0,60.0,Manual,999.0,front
Unknown,16316.9,44999.9,Diesel,2.0,1.0,66.0,Manual,1422.0,front
Audi A1,15980.0,5375.0,Benzine,1.0,1.0,60.0,Manual,999.0,front
Audi A1,15970.0,25043.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,17024.0,16136.9,Diesel,2.0,1.0,66.0,Manual,1422.0,front
Audi A1,23345.4,8279.0,Benzine,1.0,1.0,92.0,Automatic,1461.0,front
Audi A1,22500.9,7181.0,Benzine,2.0,1.0,93.0,Automatic,1395.0,front
Audi A1,24091.6,22687.9,Benzine,1.0,1.0,71.0,Automatic,999.0,front
Audi A1,23508.5,7987.0,Benzine,1.0,1.0,141.0,Automatic,1461.0,front
Audi A1,16370.0,6381.0,Benzine,1.0,1.0,60.0,Manual,999.0,front
Audi A1,16370.0,6141.0,Benzine,1.0,1.0,60.0,Manual,999.0,front
Audi A1,16777.2,33359.9,Benzine,1.0,1.0,70.0,Manual,999.0,front
Audi A1,16767.0,23799.9,Benzine,1.0,1.0,70.0,Manual,999.0,front
Audi A1,16440.0,22679.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16430.0,26511.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Unknown,17535.7,8100.0,Benzine,1.0,1.0,70.0,Manual,999.0,front
Audi A1,16445.0,26595.9,Diesel,2.0,1.0,66.0,Manual,1422.0,front
Audi A1,16445.0,22510.9,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Audi A1,16445.0,27762.9,Diesel,1.0,1.0,85.0,Manual,1422.0,front
Audi A1,15990.0,26799.9,Diesel,1.0,1.0,66.0,Manual,1461.0,front
Unknown,16321.0,24908.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,17375.8,25799.9,Benzine,1.0,1.0,85.0,Manual,999.0,front
Unknown,16746.5,4100.0,Benzine,1.0,1.0,60.0,Manual,999.0,front
Audi A1,17365.1,26291.9,Benzine,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16261.0,26076.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,17334.2,27633.9,Benzine,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16261.0,25861.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16261.0,26976.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Unknown,16200.0,15577.0,Diesel,1.0,1.0,70.0,Manual,999.0,front
Audi A1,16135.0,19723.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,23500.0,3525.0,Benzine,1.0,1.0,66.0,Automatic,1461.0,front
Audi A1,23450.0,14338.0,Benzine,0.0,1.0,110.0,Automatic,1395.0,front
Unknown,23467.0,6100.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,23440.0,10500.0,Benzine,2.0,1.0,70.0,Automatic,1461.0,front
Audi A1,23300.0,900.0,Benzine,2.0,1.0,85.0,Automatic,1461.0,front
Audi A1,22930.0,6740.0,Benzine,1.0,1.0,85.0,Automatic,1598.0,front
Audi A1,23750.0,5911.0,Benzine,1.0,1.0,141.0,Automatic,1461.0,front
Audi A1,22450.0,24434.9,Benzine,1.0,1.0,70.0,Automatic,999.0,front
Audi A1,22444.0,7000.0,Benzine,1.0,1.0,70.0,Automatic,999.0,front
Audi A1,22400.0,31406.9,Benzine,1.0,1.0,71.0,Automatic,1461.0,front
Audi A1,22399.0,16270.0,Benzine,1.0,1.0,71.0,Automatic,1461.0,front
Unknown,24784.5,22928.9,Diesel,1.0,1.0,70.0,Automatic,999.0,front
Unknown,22991.0,3600.0,Diesel,2.0,1.0,92.0,Automatic,1395.0,front
Audi A1,21950.0,6200.0,Benzine,1.0,1.0,70.0,Automatic,999.0,front
Audi A1,22453.8,7500.0,Benzine,1.0,1.0,70.0,Automatic,999.0,front
Audi A1,21949.0,7500.0,Benzine,1.0,2.0,70.0,Automatic,999.0,front
Unknown,22403.7,28.0,Diesel,1.0,1.0,66.0,Automatic,1422.0,front
Audi A1,21888.0,7856.0,Benzine,2.0,1.0,92.0,Automatic,1395.0,front
Audi A1,21880.0,7400.0,Benzine,1.0,1.0,85.0,Automatic,999.0,front
Audi A1,21790.0,23049.9,Benzine,1.0,1.0,70.0,Automatic,999.0,front
Audi A1,21770.0,6700.0,Benzine,1.0,1.0,85.0,Automatic,1461.0,front
Audi A1,22188.9,5903.0,Benzine,1.0,1.0,92.0,Automatic,1461.0,front
Audi A1,22086.6,31274.9,Benzine,1.0,1.0,70.0,Automatic,1461.0,front
Audi A1,23314.2,7850.0,Benzine,1.0,1.0,92.0,Automatic,1461.0,front
Audi A1,22560.0,17300.0,Benzine,1.0,1.0,70.0,Automatic,999.0,front
Audi A1,16869.3,24620.9,Benzine,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16490.0,11836.0,Benzine,1.0,1.0,70.0,Manual,999.0,front
Audi A1,17589.0,24695.9,Benzine,1.0,1.0,70.0,Manual,999.0,front
Audi A1,16500.0,11186.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A1,16950.0,23129.9,Benzine,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16950.0,24989.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16950.0,20689.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Unknown,16950.0,10237.0,Benzine,1.0,1.0,60.0,Manual,999.0,front
Audi A1,18079.4,23498.9,Benzine,1.0,1.0,85.0,Manual,999.0,front
Audi A1,16950.0,7000.0,Benzine,1.0,1.0,70.0,Manual,999.0,front
Audi A1,17338.8,25686.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,17033.0,26339.9,Benzine,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16981.8,10306.0,Benzine,1.0,1.0,85.0,Manual,1461.0,front
Audi A1,17288.7,28455.9,Benzine,1.0,1.0,70.0,Manual,1461.0,front
Audi A1,18015.4,9600.0,Benzine,1.0,1.0,60.0,Manual,1461.0,front
Audi A1,17309.2,17405.9,Benzine,1.0,1.0,60.0,Manual,999.0,front
Audi A1,16949.0,26132.9,Benzine,2.0,1.0,66.0,Manual,1422.0,front
Unknown,16940.0,27296.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16879.5,9088.0,Benzine,1.0,1.0,60.0,Manual,1461.0,front
Audi A1,16920.0,27599.9,Diesel,1.0,1.0,66.0,Manual,1461.0,front
Audi A1,16900.0,14864.0,Benzine,1.0,1.0,85.0,Manual,1598.0,front
Audi A1,17288.7,18999.9,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Audi A1,16800.0,17564.9,Benzine,1.0,1.0,70.0,Manual,1000.0,front
Audi A1,17145.5,26171.9,Benzine,1.0,1.0,70.0,Manual,999.0,front
Audi A1,17288.7,19800.0,Diesel,1.0,1.0,85.0,Manual,1598.0,front
Audi A1,16880.0,27199.9,Benzine,1.0,1.0,70.0,Manual,999.0,front
Audi A1,17237.6,9274.0,Benzine,1.0,1.0,70.0,Manual,999.0,front
Unknown,17237.6,15757.0,Benzine,1.0,1.0,70.0,Manual,999.0,front
Unknown,17073.9,15925.0,Diesel,1.0,1.0,70.0,Manual,999.0,front
Audi A1,16690.0,20899.9,Benzine,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16899.0,9220.0,Benzine,1.0,1.0,60.0,Manual,999.0,front
Audi A1,16890.0,26274.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,16890.0,22649.9,Benzine,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,17268.2,26617.9,Diesel,1.0,1.0,66.0,Manual,1461.0,front
Audi A1,16871.0,19808.9,Diesel,1.0,1.0,66.0,Manual,1422.0,front
Audi A1,17259.0,16297.9,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Audi A1,16850.0,17685.0,Benzine,1.0,1.0,85.0,Manual,1461.0,front
Audi A1,17237.6,19491.9,Benzine,1.0,1.0,70.0,Manual,1461.0,front
Audi A1,16500.0,15852.9,Benzine,1.0,1.0,85.0,Manual,1461.0,front
Audi A1,27273.2,250.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,29528.2,281.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,29474.9,10.0,Benzine,0.0,1.0,92.0,Automatic,1461.0,front
Audi A1,27930.0,15.0,Benzine,0.0,1.0,85.0,Automatic,1461.0,front
Audi A1,28490.0,5000.0,Benzine,0.0,1.0,85.0,Automatic,1461.0,front
Audi A1,28480.0,2900.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,28771.3,2000.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,27720.0,2257.0,Benzine,2.0,1.0,85.0,Automatic,999.0,front
Audi A1,27508.5,12.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,28195.7,5000.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,26200.0,50.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,25256.0,5000.0,Benzine,0.0,1.0,71.0,Automatic,999.0,front
Audi A1,26495.7,1990.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,25900.0,1990.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,25690.0,6100.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,25053.3,6000.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,24290.0,5000.0,Benzine,0.0,1.0,85.0,Automatic,1461.0,front
Audi A1,25769.4,263.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,25900.0,178.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Unknown,24950.0,8000.0,Diesel,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,24900.0,14900.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,24799.0,251.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,29544.2,6800.0,Benzine,0.0,0.0,92.0,Automatic,1461.0,front
Audi A1,28880.0,6100.0,Benzine,0.0,1.0,85.0,Automatic,1000.0,front
Audi A1,19990.0,251.0,Benzine,0.0,1.0,70.0,Manual,999.0,front
Audi A1,19999.0,2690.0,Benzine,0.0,1.0,85.0,Manual,1461.0,front
Audi A1,22908.3,9999.0,Benzine,0.0,1.0,70.0,Manual,999.0,front
Audi A1,21984.3,10.0,Benzine,0.0,1.0,70.0,Manual,999.0,front
Audi A1,21200.0,15000.0,Benzine,0.0,0.0,70.0,Manual,999.0,front
Audi A1,22279.4,4800.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Audi A1,21853.0,251.0,Benzine,0.0,1.0,70.0,Manual,999.0,front
Audi A1,20449.8,2500.0,Benzine,0.0,1.0,70.0,Manual,1461.0,front
Audi A1,19950.0,6500.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Audi A1,28900.0,1900.0,Benzine,0.0,1.0,110.0,Automatic,1498.0,front
Audi A1,18311.7,12900.0,Benzine,0.0,0.0,85.0,Manual,1461.0,front
Audi A1,28990.0,4500.0,Benzine,0.0,1.0,85.0,Automatic,1000.0,front
Audi A1,28990.0,12.0,Benzine,0.0,1.0,85.0,Automatic,999.0,front
Audi A1,29656.8,12.0,Benzine,0.0,1.0,85.0,Automatic,1461.0,front
Audi A1,24464.7,1000.0,Benzine,0.0,1.0,70.0,Manual,999.0,front
Audi A1,23426.7,11.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Audi A1,23324.4,20.0,Benzine,2.0,1.0,85.0,Manual,1461.0,front
Audi A1,22800.0,28.0,Benzine,0.0,1.0,85.0,Manual,1461.0,front
Audi A1,22490.0,10.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Audi A1,22490.0,500.0,Benzine,0.0,1.0,70.0,Manual,999.0,front
Audi A1,22731.1,50.0,Benzine,0.0,1.0,70.0,Manual,999.0,front
Audi A1,22490.0,6000.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Audi A1,23007.3,180.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Audi A1,22380.0,4136.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Audi A1,21900.0,50.0,Benzine,0.0,1.0,70.0,Manual,999.0,front
Audi A1,22505.0,10.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Audi A1,22485.5,250.0,Benzine,0.0,1.0,70.0,Manual,999.0,front
Audi A1,22485.5,250.0,Benzine,0.0,1.0,70.0,Manual,999.0,front
Unknown,21900.0,50.0,Diesel,0.0,1.0,70.0,Manual,999.0,front
Audi A1,21850.0,6000.0,Benzine,0.0,1.0,85.0,Manual,999.0,front
Audi A3,10893.0,19800.0,Diesel,1.0,1.0,110.0,Automatic,1498.0,front
Audi A3,18857.5,27154.9,Diesel,2.0,1.0,87.0,Automatic,1598.0,front
Unknown,17900.0,87998.8,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,213537.5,69999.8,Diesel,2.0,1.0,81.0,Automatic,1598.0,front
Audi A3,18322.0,29476.9,Diesel,3.0,2.0,81.0,Automatic,1461.0,front
Audi A3,19507.8,24665.9,Diesel,3.0,2.0,81.0,Automatic,1598.0,front
Audi A3,19486.5,91085.7,Diesel,3.0,1.0,110.0,Automatic,1461.0,front
Audi A3,18150.0,95116.7,LPG/CNG,2.0,1.0,81.0,Automatic,1598.0,front
Audi A3,18500.0,143999.6,Diesel,2.0,1.0,110.0,Automatic,1968.0,front
Audi A3,19721.0,55999.8,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,18450.0,122380.7,Diesel,3.0,1.0,82.0,Automatic,1598.0,front
Audi A3,18420.0,56992.8,Benzine,3.0,1.0,92.0,Automatic,1461.0,front
Audi A3,18868.2,54066.9,Benzine,3.0,1.0,81.0,Automatic,1197.0,front
Audi A3,19721.0,62850.8,Diesel,3.0,1.0,85.0,Automatic,1968.0,front
Audi A3,18920.4,39659.9,Diesel,3.0,1.0,82.0,Automatic,1197.0,front
Audi A3,18000.0,80999.8,Diesel,2.0,1.0,81.0,Automatic,1598.0,front
Audi A3,18905.0,29139.9,Benzine,3.0,1.0,92.0,Automatic,1461.0,front
Audi A3,18414.0,45572.9,Diesel,2.0,1.0,85.0,Automatic,1598.0,front
Audi A3,18414.0,79999.8,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,18403.8,60499.8,Diesel,2.0,2.0,110.0,Automatic,1968.0,front
Audi A3,17990.0,94799.7,Diesel,3.0,1.0,110.0,Automatic,1968.0,front
Audi A3,19177.3,85448.8,Diesel,2.0,1.0,81.0,Automatic,1598.0,front
Audi A3,17980.0,80649.8,Diesel,3.0,1.0,110.0,Automatic,1461.0,front
Audi A3,18382.3,78938.8,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Unknown,17900.0,78999.8,Diesel,3.0,1.0,110.0,Automatic,1461.0,front
Audi A3,17900.0,59511.8,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,18311.7,87998.8,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,18362.9,120120.7,Diesel,3.0,1.0,82.0,Automatic,1598.0,front
Audi A3,17900.0,110811.7,Diesel,2.0,1.0,81.0,Automatic,1461.0,front
Audi A3,19081.4,27599.9,Benzine,3.0,1.0,92.0,Automatic,1395.0,front
Audi A3,17871.8,96999.7,Diesel,3.0,1.0,85.0,Automatic,1461.0,front
Audi A3,17440.0,43249.9,Benzine,3.0,1.0,85.0,Automatic,1197.0,front
Audi A3,17410.0,100599.7,Benzine,3.0,1.0,92.0,Manual,1461.0,front
Audi A3,17380.0,161204.5,Diesel,3.0,1.0,110.0,Automatic,1461.0,front
Audi A3,17779.7,101613.7,Diesel,3.0,1.0,110.0,Automatic,1968.0,front
Audi A3,17900.0,35754.9,Diesel,2.0,1.0,81.0,Automatic,1598.0,front
Unknown,18311.7,75999.8,Diesel,3.0,2.0,81.0,Automatic,1598.0,front
Audi A3,17900.0,87998.8,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,17900.0,87998.8,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,17900.0,87998.8,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,17200.0,73483.8,Diesel,3.0,2.0,110.0,Automatic,1968.0,front
Audi A3,17895.0,94374.7,Diesel,3.0,1.0,85.0,Automatic,1968.0,front
Audi A3,17890.0,96216.7,Diesel,3.0,1.0,110.0,Manual,1968.0,front
Audi A3,18301.5,43688.9,Benzine,3.0,1.0,81.0,Automatic,1197.0,front
Audi A3,18301.5,90088.7,Diesel,3.0,1.0,110.0,Automatic,1461.0,front
Audi A3,18209.4,102999.7,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,17790.0,123749.7,Diesel,3.0,1.0,110.0,Automatic,1968.0,front
Audi A3,17789.0,92599.7,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Unknown,18761.6,56999.8,Diesel,3.0,1.0,85.0,Automatic,1461.0,front
Audi A3,17500.0,132999.6,Diesel,3.0,1.0,81.0,Manual,1598.0,front
Audi A3,17902.5,79999.8,Diesel,2.0,1.0,81.0,Automatic,1598.0,front
Audi A3,17892.3,71899.8,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,17892.3,22977.9,Diesel,2.0,1.0,82.0,Automatic,1598.0,front
Audi A3,17000.0,122583.7,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,17000.0,122583.7,Diesel,2.0,1.0,81.0,Automatic,1598.0,front
Audi A3,17000.0,122583.7,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,16999.0,114999.7,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,16990.0,99312.7,Diesel,3.0,1.0,110.0,Automatic,1461.0,front
Audi A3,17380.8,29717.9,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,16990.0,63364.8,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,16980.0,75499.8,Diesel,3.0,2.0,110.0,Automatic,1461.0,front
Audi A3,16980.0,143999.6,Diesel,3.0,1.0,110.0,Automatic,1461.0,front
Audi A3,16900.0,141999.6,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,16879.5,122583.7,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,16879.5,82769.8,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,16500.0,122583.7,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,17589.0,122583.7,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,17589.0,122583.7,Diesel,3.0,1.0,81.0,Manual,1598.0,front
Audi A3,17589.0,122583.7,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Unknown,17288.7,98999.7,Diesel,2.0,1.0,81.0,Automatic,1598.0,front
Audi A3,16900.0,35.0,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Unknown,16890.0,63199.8,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Unknown,17206.9,78699.8,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,16780.0,77645.8,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,16730.0,55245.8,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,16879.5,122583.7,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,16500.0,122583.7,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Audi A3,16500.0,122583.7,Diesel,3.0,1.0,81.0,Manual,1598.0,front
Audi A3,16450.0,87134.8,Diesel,3.0,2.0,81.0,Automatic,1461.0,front
Audi A3,16777.2,41309.9,Diesel,2.0,1.0,81.0,Automatic,1598.0,front
Audi A3,17354.5,126191.6,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
Unknown,16628.9,76018.8,Diesel,3.0,1.0,92.0,Automatic,1400.0,front
Audi A3,17322.5,65276.8,Benzine,3.0,1.0,92.0,Manual,1400.0,front
Audi A3,15856.5,107559.7,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,15500.0,98999.7,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,16523.0,127021.6,Diesel,0.0,2.0,85.0,Automatic,1461.0,front
Audi A3,15450.0,149005.6,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,15805.4,149005.6,Diesel,3.0,1.0,81.0,Automatic,1461.0,front
Audi A3,16469.7,149005.6,Diesel,3.0,1.0,81.0,Automatic,1598.0,front
